Nr uczestnika;Preferencje
1556;R&B/Soul,65|Rock,31|Classical,4
1557;Electronic,57|Rock,37|Metal,6
1558;Dance,30|World,37|Classical,20|Pop,13
1559;Anime,84|Rock,16
1560;Electronic,47|Country,46|R&B/Soul,7
1561;Metal,70|Country,23|Reggae,7
1562;Rock,92|Electronic,8
1563;Rock,55|Alternative,45
1564;Folk,30|R&B/Soul,69|Electronic,1
1565;Alternative,59|Folk,36|Industrial,5
1566;Industrial,86|World,14
1567;Anime,36|Vocal,28|Metal,26|Jazz,10
1568;Dance,45|Metal,46|Folk,9
1569;Vocal,51|Classical,28|World,21
1570;Vocal,22|Rock,68|R&B/Soul,10
1571;Country,74|Instrumental,26
1572;Comedy,27|Classical,28|Dance,22|Country,21|Rock,2
1573;Metal,26|Jazz,23|Classical,32|Blues,19
1574;Electronic,90|R&B/Soul,10
1575;Reggae,43|Pop,42|Classical,15
1576;Country,45|Electronic,33|World,21|Jazz,1
1577;R&B/Soul,97|Rock,3
1578;Instrumental,100
1579;Classical,60|Folk,39|Industrial,1
1580;Vocal,38|Classical,28|R&B/Soul,30|Industrial,4
1581;Jazz,23|Blues,47|R&B/Soul,25|Anime,5
1582;Country,24|Classical,45|Vocal,29|World,2
1583;Jazz,59|Latin,36|Industrial,5
1584;Dance,47|Comedy,23|Jazz,28|R&B/Soul,2
1585;Country,36|Vocal,36|Electronic,27|Industrial,1
1586;Comedy,41|Dance,27|Electronic,21|Metal,11
1587;World,75|R&B/Soul,24|Anime,1
1588;World,90|Alternative,10
1589;Vocal,35|Industrial,63|Jazz,2
1590;Reggae,77|Industrial,21|Electronic,2
1591;Electronic,54|R&B/Soul,34|Classical,12
1592;World,49|Vocal,24|Jazz,26|Pop,1
1593;Metal,36|Instrumental,63|Comedy,1
1594;Pop,66|Folk,24|Alternative,10
1595;Reggae,32|Alternative,65|Pop,3
1596;Classical,33|Pop,49|Electronic,18
1597;World,100
1598;Reggae,33|Classical,63|Comedy,4
1599;R&B/Soul,91|Industrial,9
1600;Alternative,73|Classical,24|Comedy,3
1601;Alternative,85|Blues,15
1602;Dance,95|Metal,5
1603;Latin,48|Comedy,36|Country,16
1604;Dance,78|Folk,20|Jazz,2
1605;Folk,71|World,29
1606;World,70|Rock,30
1607;Dance,71|Jazz,22|Pop,7
1608;Latin,74|Vocal,26
1609;Classical,61|Latin,28|World,11
1610;Vocal,39|Pop,26|Jazz,29|Comedy,6
1611;Anime,78|Industrial,22
1612;Reggae,63|Classical,34|Industrial,3
1613;Latin,52|Instrumental,26|Alternative,22
1614;Classical,84|Instrumental,16
1615;Rock,70|Classical,26|Electronic,4
1616;Blues,41|Classical,47|Comedy,12
1617;Comedy,36|Reggae,29|Folk,32|Industrial,3
1618;Dance,48|Reggae,39|World,13
1619;Dance,49|Vocal,30|Jazz,20|Alternative,1
1620;Latin,84|Metal,16
1621;Instrumental,99|World,1
1622;Rock,61|R&B/Soul,22|Alternative,17
1623;Metal,25|Pop,40|Folk,21|Latin,14
1624;Latin,20|World,62|Comedy,18
1625;Latin,77|Vocal,21|Country,2
1626;R&B/Soul,73|Alternative,21|Blues,6
1627;Classical,62|Instrumental,25|Blues,13
1628;Country,71|Metal,24|Anime,5
1629;Vocal,80|Industrial,20
1630;Electronic,83|Instrumental,17
1631;Alternative,45|World,48|Metal,7
1632;Instrumental,22|World,73|Electronic,5
1633;Folk,85|Vocal,15
1634;Electronic,28|Instrumental,71|Metal,1
1635;Instrumental,65|Pop,30|Electronic,5
1636;Latin,21|Folk,24|Instrumental,55
1637;Alternative,26|Blues,68|Rock,6
1638;Reggae,56|Metal,32|Blues,12
1639;R&B/Soul,76|Folk,23|Country,1
1640;Reggae,85|Dance,15
1641;Industrial,69|Alternative,24|Reggae,7
1642;Industrial,24|World,54|Anime,22
1643;Electronic,35|Vocal,56|Country,9
1644;Country,93|Anime,7
1645;Pop,29|Dance,33|R&B/Soul,35|Instrumental,3
1646;World,33|R&B/Soul,64|Industrial,3
1647;Pop,31|Folk,56|Dance,13
1648;Metal,73|Industrial,21|Country,6
1649;Instrumental,70|Comedy,21|Latin,9
1650;Metal,45|Blues,37|Instrumental,18
1651;Instrumental,39|World,35|Folk,20|Electronic,6
1652;World,51|Reggae,26|Instrumental,21|Alternative,2
1653;Comedy,27|Rock,71|R&B/Soul,2
1654;Folk,74|Pop,25|Dance,1
1655;Reggae,21|Country,42|Vocal,25|Latin,12
1656;Jazz,61|Anime,28|Folk,11
1657;Anime,67|Classical,21|Electronic,12
1658;Latin,65|Rock,31|Vocal,4
1659;Alternative,35|World,29|Metal,34|Pop,2
1660;Alternative,72|Anime,20|Latin,8
1661;Rock,47|Pop,43|Country,10
1662;Rock,21|Industrial,42|Reggae,20|Dance,17
1663;Anime,58|Pop,36|Industrial,6
1664;Alternative,41|Anime,42|Rock,17
1665;Dance,51|Classical,38|World,11
1666;Rock,61|Latin,34|Country,5
1667;Industrial,87|Vocal,13
1668;Instrumental,98|Folk,2
1669;Comedy,98|Jazz,2
1670;Jazz,22|Comedy,52|Dance,20|Industrial,6
1671;Instrumental,33|World,59|Dance,8
1672;Anime,29|Vocal,33|Instrumental,32|World,6
1673;Classical,74|Vocal,21|Latin,5
1674;World,47|Latin,47|Anime,6
1675;Classical,45|Vocal,25|Dance,27|Alternative,3
1676;Instrumental,47|Jazz,52|Electronic,1
1677;Rock,47|Dance,34|Blues,19
1678;Jazz,64|Dance,27|Anime,9
1679;Pop,65|Alternative,30|Vocal,5
1680;Pop,41|Jazz,28|Blues,21|Vocal,10
1681;R&B/Soul,43|Dance,23|Alternative,32|Country,2
1682;Jazz,78|Classical,22
1683;Latin,61|Pop,23|R&B/Soul,16
1684;Latin,29|Metal,71
1685;Comedy,28|Country,61|Jazz,11
1686;Instrumental,40|Rock,32|Blues,28
1687;Jazz,65|World,31|R&B/Soul,4
1688;Folk,69|Rock,31
1689;Anime,68|Folk,26|Electronic,6
1690;R&B/Soul,79|Comedy,20|World,1
1691;Metal,55|Pop,40|Industrial,5
1692;Latin,45|Folk,41|Blues,14
1693;Dance,28|Electronic,64|Country,8
1694;R&B/Soul,33|Reggae,60|Industrial,7
1695;Country,95|Latin,5
1696;Jazz,51|Dance,26|Industrial,23
1697;Vocal,32|Instrumental,44|Reggae,20|Metal,4
1698;Blues,52|Alternative,29|Pop,19
1699;Dance,44|Vocal,56
1700;Pop,75|Metal,23|Alternative,2
1701;Jazz,44|Dance,45|Metal,11
1702;Latin,46|Classical,32|Instrumental,22
1703;Comedy,40|Blues,37|Latin,21|Jazz,2
1704;Anime,63|Comedy,24|Jazz,13
1705;Dance,47|Vocal,21|Metal,20|Jazz,12
1706;Dance,64|Classical,22|Folk,14
1707;Blues,25|Folk,58|Comedy,17
1708;Metal,26|Country,25|R&B/Soul,21|Vocal,25|Comedy,3
1709;Blues,41|Jazz,39|Vocal,20
1710;Industrial,29|Electronic,43|World,21|Anime,7
1711;Instrumental,49|Jazz,30|Electronic,20|Metal,1
1712;Vocal,24|Classical,28|Folk,40|Metal,8
1713;Reggae,52|Alternative,26|Metal,20|Rock,2
1714;Reggae,24|Latin,32|Classical,30|Dance,14
1715;Electronic,76|Metal,21|Jazz,3
1716;Pop,82|Folk,18
1717;Country,87|Instrumental,13
1718;Instrumental,63|Dance,30|Pop,7
1719;World,91|Vocal,9
1720;Country,87|Rock,13
1721;Comedy,25|Blues,64|Reggae,11
1722;Comedy,78|Instrumental,20|Vocal,2
1723;Alternative,50|R&B/Soul,26|Blues,21|Comedy,3
1724;Anime,24|Instrumental,68|Pop,8
1725;World,21|Alternative,65|Classical,14
1726;R&B/Soul,75|Metal,20|Reggae,5
1727;Pop,64|Reggae,20|Comedy,16
1728;Reggae,62|Rock,32|Metal,6
1729;World,78|Vocal,22
1730;Electronic,34|Latin,47|Jazz,19
1731;Alternative,23|R&B/Soul,26|Blues,38|World,13
1732;Metal,24|Blues,68|Industrial,8
1733;Jazz,62|Reggae,27|Latin,11
1734;Electronic,36|Metal,52|World,12
1735;Jazz,72|Industrial,22|Comedy,6
1736;Pop,25|Alternative,34|Latin,31|Dance,10
1737;Dance,94|Jazz,6
1738;Country,55|Blues,28|Rock,17
1739;Rock,41|Dance,57|R&B/Soul,2
1740;Alternative,39|Classical,24|Comedy,26|Industrial,11
1741;Comedy,73|Blues,21|Jazz,6
1742;Blues,24|Pop,50|Rock,22|Folk,4
1743;Dance,26|Metal,69|Anime,5
1744;Electronic,95|Classical,5
1745;Latin,85|Vocal,15
1746;R&B/Soul,71|Classical,28|Folk,1
1747;Pop,46|Latin,51|Blues,3
1748;World,55|Pop,33|Comedy,12
1749;Latin,73|Folk,25|Electronic,2
1750;Reggae,48|R&B/Soul,40|Alternative,12
1751;Metal,26|Electronic,74
1752;Folk,96|Vocal,4
1753;World,74|Pop,20|Instrumental,6
1754;Vocal,49|Pop,37|Folk,14
1755;Alternative,68|Electronic,26|Metal,6
1756;Electronic,45|Instrumental,43|Vocal,12
1757;Blues,28|Country,25|Anime,33|Metal,14
1758;Metal,90|Comedy,10
1759;Folk,52|Reggae,39|World,9
1760;Country,81|Folk,19
1761;Anime,40|Vocal,39|Industrial,20|Dance,1
1762;Classical,76|Latin,24
1763;Jazz,65|Country,20|Folk,15
1764;Country,50|World,20|Industrial,25|Vocal,5
1765;Metal,33|Jazz,47|World,20
1766;Blues,70|Reggae,24|R&B/Soul,6
1767;Vocal,25|Folk,68|Alternative,7
1768;Blues,45|Classical,26|Folk,28|Alternative,1
1769;Reggae,39|Blues,58|R&B/Soul,3
1770;World,78|Blues,22
1771;Metal,92|Blues,8
1772;Vocal,99|Anime,1
1773;Pop,94|Reggae,6
1774;Reggae,72|Folk,22|Rock,6
1775;Anime,66|Vocal,25|Comedy,9
1776;Reggae,96|Vocal,4
1777;Jazz,99|Rock,1
1778;Rock,26|Folk,39|Latin,33|Dance,2
1779;Dance,83|Pop,17
1780;Vocal,35|Electronic,21|Pop,39|R&B/Soul,5
1781;R&B/Soul,83|Metal,17
1782;Jazz,42|Reggae,56|Anime,2
1783;Industrial,30|Pop,57|Instrumental,13
1784;Alternative,97|Vocal,3
1785;Vocal,41|Instrumental,20|Comedy,30|Industrial,9
1786;Electronic,65|Folk,23|Classical,12
1787;Blues,59|Metal,31|Folk,10
1788;Dance,29|Anime,69|Instrumental,2
1789;Electronic,39|Comedy,44|Anime,17
1790;World,42|Industrial,46|Blues,12
1791;Pop,47|Folk,42|Rock,11
1792;World,94|Instrumental,6
1793;Folk,100
1794;Country,55|Blues,20|World,20|Industrial,5
1795;Latin,84|Blues,16
1796;Country,65|Jazz,35
1797;World,84|Jazz,16
1798;Country,76|Metal,22|Electronic,2
1799;World,99|Industrial,1
1800;Industrial,76|Metal,23|Reggae,1
1801;Metal,83|Folk,17
1802;R&B/Soul,30|Instrumental,24|Folk,24|Metal,20|Anime,2
1803;Comedy,72|Folk,22|Blues,6
1804;R&B/Soul,31|Folk,68|Pop,1
1805;Vocal,78|Folk,22
1806;Industrial,84|Reggae,16
1807;Anime,37|Instrumental,34|Blues,25|Alternative,4
1808;Dance,74|Jazz,20|Rock,6
1809;Alternative,74|Instrumental,21|Vocal,5
1810;Metal,51|Dance,22|Instrumental,20|Pop,7
1811;Metal,65|Pop,29|Alternative,6
1812;Country,67|Comedy,25|Vocal,8
1813;World,21|Vocal,23|Jazz,50|Comedy,6
1814;Instrumental,24|Rock,68|Vocal,8
1815;Jazz,48|Electronic,39|Alternative,13
1816;Instrumental,62|Folk,35|Pop,3
1817;Latin,70|Folk,30
1818;Blues,50|World,34|Metal,16
1819;Jazz,75|Classical,20|Latin,5
1820;Vocal,62|Blues,26|Folk,12
1821;Country,49|Industrial,29|Pop,22
1822;Blues,61|Jazz,23|Vocal,16
1823;Classical,91|Industrial,9
1824;Jazz,47|Classical,42|Dance,11
1825;Latin,39|Dance,32|Reggae,26|Country,3
1826;World,41|Instrumental,27|Folk,21|Electronic,11
1827;R&B/Soul,29|Classical,49|Alternative,20|Country,2
1828;World,89|Dance,11
1829;Alternative,30|Vocal,34|Anime,26|Country,10
1830;Country,33|Classical,45|Instrumental,20|Dance,2
1831;R&B/Soul,51|Folk,42|Instrumental,7
1832;Anime,58|Latin,25|Vocal,17
1833;Classical,97|Dance,3
1834;Instrumental,41|Country,27|Metal,22|Folk,10
1835;Alternative,60|Reggae,32|World,8
1836;Instrumental,70|Electronic,25|World,5
1837;Jazz,86|Vocal,14
1838;Electronic,49|Instrumental,48|Dance,3
1839;Pop,95|Reggae,5
1840;Dance,50|Pop,25|Metal,22|Blues,3
1841;Comedy,81|Vocal,19
1842;Metal,60|R&B/Soul,40
1843;R&B/Soul,96|Country,4
1844;Industrial,66|Folk,26|Vocal,8
1845;Country,25|Folk,33|Instrumental,20|Comedy,21|Metal,1
1846;Comedy,94|Country,6
1847;Alternative,66|Dance,25|Pop,9
1848;Industrial,38|Instrumental,52|Rock,10
1849;Latin,88|Folk,12
1850;Blues,61|Industrial,31|Jazz,8
1851;Metal,99|Comedy,1
1852;Blues,50|Reggae,39|R&B/Soul,11
1853;Instrumental,81|Pop,19
1854;Industrial,70|Electronic,26|Metal,4
1855;Latin,59|Folk,39|Industrial,2
1856;Jazz,65|Blues,22|Anime,13
1857;Alternative,23|Jazz,54|Dance,22|Folk,1
1858;Industrial,42|Classical,42|World,16
1859;Blues,45|Instrumental,24|Industrial,28|Alternative,3
1860;Comedy,20|Rock,20|Country,42|Pop,18
1861;Comedy,45|Jazz,31|Vocal,22|Latin,2
1862;Electronic,99|Vocal,1
1863;Rock,31|Comedy,68|Country,1
1864;Vocal,65|World,25|Dance,10
1865;Alternative,80|R&B/Soul,20
1866;Vocal,89|Instrumental,11
1867;Blues,84|Dance,16
1868;Anime,54|Dance,20|Pop,24|Blues,2
1869;Electronic,49|Country,20|Latin,28|Rock,3
1870;Folk,21|Dance,66|Instrumental,13
1871;Reggae,30|Country,30|Blues,23|R&B/Soul,17
1872;Instrumental,35|Dance,27|Metal,33|Rock,5
1873;Industrial,92|Blues,8
1874;Blues,89|Industrial,11
1875;Pop,72|Comedy,22|Metal,6
1876;Pop,47|Industrial,22|Alternative,27|Jazz,4
1877;Industrial,100
1878;Reggae,24|Pop,28|Classical,39|Metal,9
1879;Instrumental,47|Rock,33|Metal,20
1880;Rock,92|Classical,8
1881;Electronic,79|R&B/Soul,21
1882;World,54|Pop,37|Dance,9
1883;World,53|Anime,29|Rock,18
1884;Blues,38|Jazz,50|Anime,12
1885;Metal,89|Instrumental,11
1886;R&B/Soul,74|Electronic,22|Country,4
1887;Folk,42|Electronic,43|Latin,15
1888;Rock,87|R&B/Soul,13
1889;Industrial,100
1890;Blues,46|R&B/Soul,47|Alternative,7
1891;Pop,83|Reggae,17
1892;Alternative,93|Instrumental,7
1893;Industrial,66|Jazz,32|Reggae,2
1894;R&B/Soul,29|Industrial,39|Blues,23|Electronic,9
1895;R&B/Soul,88|Latin,12
1896;Rock,38|Instrumental,21|Classical,28|R&B/Soul,13
1897;World,85|Jazz,15
1898;Pop,62|Electronic,36|Latin,2
1899;Blues,53|Vocal,25|Folk,21|Alternative,1
1900;Country,75|Electronic,22|World,3
1901;Electronic,44|Blues,30|Reggae,25|Dance,1
1902;Comedy,82|Electronic,18
1903;Classical,74|Electronic,26
1904;Vocal,63|Rock,31|World,6
1905;Blues,54|Vocal,37|Jazz,9
1906;Rock,77|R&B/Soul,20|Industrial,3
1907;Vocal,81|Country,19
1908;World,42|Reggae,26|Classical,27|Country,5
1909;Blues,37|Instrumental,29|Industrial,23|Classical,11
1910;Rock,28|Anime,47|World,22|Industrial,3
1911;Industrial,92|Alternative,8
1912;Industrial,75|Latin,21|Pop,4
1913;Blues,93|Metal,7
1914;Jazz,60|Blues,23|Industrial,17
1915;Folk,96|Dance,4
1916;Anime,52|Rock,41|Country,7
1917;R&B/Soul,44|Country,28|Folk,21|Comedy,7
1918;Folk,61|Electronic,20|Pop,19
1919;Pop,96|Instrumental,4
1920;Dance,99|Pop,1
1921;World,66|Comedy,32|Industrial,2
1922;Electronic,77|Folk,22|Industrial,1
1923;Vocal,23|Industrial,33|R&B/Soul,25|Classical,19
1924;Vocal,75|Industrial,22|Comedy,3
1925;Vocal,52|Anime,42|Folk,6
1926;World,25|Jazz,39|Reggae,34|Pop,2
1927;Folk,95|Country,5
1928;Classical,53|Vocal,35|Blues,12
1929;Alternative,57|Instrumental,33|Folk,10
1930;Anime,22|Dance,64|Classical,14
1931;Folk,55|Alternative,29|Instrumental,16
1932;Comedy,31|Industrial,44|Jazz,20|Instrumental,5
1933;Classical,92|Metal,8
1934;Folk,28|Anime,27|Classical,37|World,8
1935;Reggae,93|Vocal,7
1936;Comedy,54|Classical,38|Dance,8
1937;Latin,22|Folk,45|Alternative,28|Classical,5
1938;Rock,72|Instrumental,23|Jazz,5
1939;Latin,42|World,37|Electronic,20|Jazz,1
1940;R&B/Soul,67|Anime,32|Latin,1
1941;R&B/Soul,95|Blues,5
1942;Country,78|Industrial,20|Blues,2
1943;World,63|Alternative,35|Rock,2
1944;Classical,66|Blues,26|Dance,8
1945;World,28|Alternative,59|R&B/Soul,13
1946;Dance,99|Pop,1
1947;World,84|Vocal,16
1948;Alternative,69|R&B/Soul,24|Vocal,7
1949;Reggae,26|World,38|Blues,21|Anime,15
1950;Metal,45|Folk,29|World,25|Electronic,1
1951;Comedy,70|R&B/Soul,21|Vocal,9
1952;Anime,85|Blues,15
1953;Comedy,46|Metal,32|Dance,22
1954;Vocal,100
1955;Jazz,65|Country,30|Anime,5
1956;Reggae,97|Pop,3
1957;Alternative,79|Vocal,21
1958;Pop,38|Latin,22|Metal,34|Reggae,6
1959;Vocal,95|Electronic,5
1960;Jazz,89|World,11
1961;Industrial,48|Jazz,29|Anime,21|Reggae,2
1962;Metal,81|Folk,19
1963;Anime,57|Dance,21|Country,21|Jazz,1
1964;Electronic,86|Comedy,14
1965;Instrumental,61|Electronic,35|Industrial,4
1966;Pop,41|Metal,31|Reggae,26|Rock,2
1967;Alternative,99|Industrial,1
1968;Alternative,68|Electronic,32
1969;Reggae,93|Metal,7
1970;Instrumental,86|Metal,14
1971;Folk,37|Classical,21|Dance,37|Latin,5
1972;Classical,82|Reggae,18
1973;World,61|Alternative,35|Metal,4
1974;Dance,86|Electronic,14
1975;Anime,49|Metal,30|Electronic,20|World,1
1976;Country,81|Anime,19
1977;Country,52|Instrumental,35|World,13
1978;Latin,97|Reggae,3
1979;Reggae,72|Jazz,24|Country,4
1980;Dance,57|Reggae,31|Rock,12
1981;Instrumental,43|Vocal,56|Electronic,1
1982;Blues,25|Jazz,58|Comedy,17
1983;Blues,33|Jazz,26|Classical,29|Vocal,12
1984;Pop,39|Reggae,25|Classical,29|Electronic,7
1985;Pop,57|Electronic,25|Classical,18
1986;Blues,74|Reggae,21|Vocal,5
1987;Electronic,82|Instrumental,18
1988;Reggae,45|Industrial,52|Metal,3
1989;Latin,59|Reggae,30|Comedy,11
1990;Metal,66|Vocal,33|World,1
1991;Vocal,22|Country,78
1992;Anime,46|R&B/Soul,41|Electronic,13
1993;World,79|Pop,21
1994;Dance,64|Anime,36
1995;Vocal,49|Pop,24|Metal,21|Country,6
1996;Country,45|Folk,44|Reggae,11
1997;Jazz,25|Folk,42|Pop,31|Alternative,2
1998;Country,42|Classical,42|Reggae,16
1999;Jazz,85|Dance,15
2000;Comedy,33|R&B/Soul,41|Vocal,22|Instrumental,4
2001;Comedy,23|Vocal,74|Latin,3
2002;Alternative,82|Comedy,18
2003;Alternative,78|Instrumental,20|Classical,2
2004;Jazz,20|Folk,66|Instrumental,14
2005;World,35|Pop,20|Metal,33|Reggae,12
2006;R&B/Soul,61|Anime,26|Folk,13
2007;Jazz,67|Dance,31|Pop,2
2008;Vocal,36|R&B/Soul,20|Instrumental,20|World,21|Electronic,3
2009;World,62|Electronic,32|Jazz,6
2010;Latin,79|Country,20|Rock,1
2011;Country,89|Jazz,11
2012;Reggae,37|Instrumental,38|Anime,20|Classical,5
2013;Folk,86|Metal,14
2014;Country,75|World,22|Classical,3
2015;Anime,84|Electronic,16
2016;Pop,63|Industrial,25|Dance,12
2017;Blues,82|Industrial,18
2018;Reggae,80|Country,20
2019;Blues,62|Anime,22|Classical,16
2020;Electronic,56|Comedy,21|Vocal,23
2021;Industrial,61|Classical,26|Reggae,13
2022;Reggae,36|Anime,43|Pop,21
2023;Dance,68|Instrumental,24|Electronic,8
2024;Industrial,52|Comedy,23|Classical,21|World,4
2025;Pop,46|Jazz,47|Alternative,7
2026;Jazz,78|Latin,20|Metal,2
2027;Country,28|Latin,64|Industrial,8
2028;Rock,66|Dance,34
2029;Rock,45|Blues,35|Industrial,20
2030;Pop,73|R&B/Soul,24|Anime,3
2031;Electronic,52|R&B/Soul,20|Latin,27|Instrumental,1
2032;Pop,96|Dance,4
2033;Metal,40|Blues,20|Alternative,33|Instrumental,7
2034;Latin,92|Vocal,8
2035;Rock,70|Pop,23|Industrial,7
2036;Comedy,96|Pop,4
2037;Jazz,93|Dance,7
2038;Blues,75|Industrial,22|Alternative,3
2039;Rock,28|World,20|Folk,52
2040;Dance,98|Classical,2
2041;Country,57|Comedy,34|Folk,9
2042;Folk,80|Comedy,20
2043;Country,51|Jazz,43|Vocal,6
2044;Industrial,80|Vocal,20
2045;Country,29|World,20|Electronic,35|Reggae,16
2046;Instrumental,42|Alternative,54|Reggae,4
2047;Classical,26|Folk,24|R&B/Soul,34|Country,16
2048;Electronic,97|Industrial,3
2049;Electronic,66|Folk,23|Classical,11
2050;Latin,49|World,30|Reggae,20|Metal,1
2051;Instrumental,37|R&B/Soul,31|Comedy,20|Jazz,12
2052;Rock,74|Industrial,21|Blues,5
2053;Vocal,28|Industrial,31|Metal,20|Blues,20|Dance,1
2054;Pop,96|Blues,4
2055;Instrumental,33|Pop,44|Alternative,23
2056;Rock,55|Folk,20|World,24|Jazz,1
2057;Alternative,22|Folk,65|Pop,13
2058;Comedy,67|Reggae,24|Metal,9
2059;Instrumental,66|Folk,34
2060;Jazz,85|Instrumental,15
2061;Vocal,76|Pop,24
2062;Anime,21|Alternative,79
2063;Instrumental,44|Electronic,51|Industrial,5
2064;Comedy,24|Alternative,24|Latin,50|Instrumental,2
2065;Jazz,100
2066;Country,31|Electronic,51|Folk,18
2067;Comedy,51|Industrial,45|Classical,4
2068;R&B/Soul,39|Pop,39|Country,21|Alternative,1
2069;Blues,96|Classical,4
2070;Latin,24|Rock,45|Jazz,27|Classical,4
2071;Alternative,81|Classical,19
2072;Rock,47|Anime,29|Dance,24
2073;Industrial,31|World,48|Alternative,20|Anime,1
2074;Latin,65|R&B/Soul,25|Alternative,10
2075;Latin,25|Classical,67|Alternative,8
2076;Metal,37|Folk,24|World,33|Pop,6
2077;R&B/Soul,33|Alternative,41|Metal,20|Electronic,6
2078;Comedy,39|Metal,33|Dance,24|Alternative,4
2079;R&B/Soul,76|Vocal,20|Dance,4
2080;Industrial,70|Jazz,27|R&B/Soul,3
2081;Country,31|Latin,50|Rock,19
2082;Folk,84|R&B/Soul,16
2083;Jazz,83|Folk,17
2084;Metal,35|Dance,54|Industrial,11
2085;Folk,61|Latin,31|Instrumental,8
2086;Vocal,56|Reggae,20|Rock,20|Classical,4
2087;Latin,33|Rock,36|Dance,24|Comedy,7
2088;Jazz,89|Metal,11
2089;Latin,22|World,71|Instrumental,7
2090;Alternative,37|Anime,48|Blues,15
2091;R&B/Soul,22|Metal,75|Folk,3
2092;World,39|Pop,25|Industrial,29|Rock,7
2093;Electronic,25|Classical,48|Industrial,20|Vocal,7
2094;R&B/Soul,58|Dance,36|Blues,6
2095;Instrumental,90|Latin,10
2096;Vocal,26|Industrial,69|R&B/Soul,5
2097;Pop,96|Comedy,4
2098;Electronic,30|Instrumental,32|Country,23|Folk,15
2099;Industrial,43|Reggae,48|Jazz,9
2100;Alternative,45|Classical,49|Reggae,6
2101;Blues,62|Classical,36|R&B/Soul,2
2102;Jazz,36|Instrumental,32|Country,23|Latin,9
2103;Dance,91|Metal,9
2104;Alternative,68|Pop,25|Electronic,7
2105;Pop,75|Dance,24|Instrumental,1
2106;Latin,77|Anime,21|Jazz,2
2107;Country,20|Latin,41|Metal,33|Reggae,6
2108;Jazz,96|Pop,4
2109;Dance,74|Country,26
2110;Country,56|Electronic,22|World,22
2111;Instrumental,23|Comedy,75|Country,2
2112;World,65|Classical,34|Reggae,1
2113;Comedy,71|Instrumental,28|Folk,1
2114;Rock,45|Folk,32|Anime,21|Latin,2
2115;Instrumental,57|Jazz,23|R&B/Soul,20
2116;Metal,28|Comedy,65|Electronic,7
2117;Classical,85|Reggae,15
2118;Classical,91|Dance,9
2119;Comedy,92|Country,8
2120;Dance,37|Blues,61|Pop,2
2121;Reggae,79|Industrial,21
2122;Alternative,87|Latin,13
2123;Comedy,37|Metal,44|Jazz,19
2124;Anime,24|Reggae,49|Industrial,20|Blues,7
2125;Blues,56|Alternative,21|Folk,22|Pop,1
2126;Dance,33|Country,52|Rock,15
2127;World,21|Folk,31|Industrial,44|Reggae,4
2128;Blues,68|Instrumental,30|Reggae,2
2129;Electronic,25|Anime,64|R&B/Soul,11
2130;Country,53|Pop,25|Instrumental,20|Blues,2
2131;Classical,91|Latin,9
2132;Rock,79|World,21
2133;Metal,98|Anime,2
2134;Blues,62|Anime,23|Alternative,15
2135;Metal,92|Electronic,8
2136;Folk,59|Jazz,29|Metal,12
2137;Industrial,28|Rock,43|Folk,20|Anime,9
2138;Alternative,44|Electronic,38|Anime,18
2139;Comedy,52|Country,48
2140;Comedy,36|Country,63|Rock,1
2141;Jazz,88|Country,12
2142;Anime,27|Instrumental,37|Rock,24|Country,12
2143;R&B/Soul,75|Blues,23|Dance,2
2144;Latin,81|Instrumental,19
2145;Vocal,33|Blues,62|Rock,5
2146;Latin,26|Dance,52|Pop,22
2147;Rock,81|Instrumental,19
2148;Comedy,58|Instrumental,32|Pop,10
2149;Metal,86|Blues,14
2150;Industrial,53|R&B/Soul,22|Reggae,23|World,2
2151;Jazz,55|Electronic,28|Folk,17
2152;Rock,83|Comedy,17
2153;Country,68|Industrial,28|Anime,4
2154;World,74|R&B/Soul,21|Anime,5
2155;Latin,22|Electronic,25|Blues,43|Jazz,10
2156;Anime,80|Dance,20
2157;Dance,95|Electronic,5
2158;World,88|Instrumental,12
2159;Metal,24|Alternative,51|Electronic,20|Pop,5
2160;Dance,95|R&B/Soul,5
2161;Metal,50|Dance,38|Folk,12
2162;Metal,44|Vocal,22|World,31|Comedy,3
2163;Jazz,79|Vocal,21
2164;Pop,81|Metal,19
2165;World,65|Jazz,32|Folk,3
2166;World,41|R&B/Soul,22|Blues,34|Instrumental,3
2167;Alternative,58|R&B/Soul,23|Vocal,19
2168;Metal,61|Blues,20|World,19
2169;Country,49|Alternative,40|Latin,11
2170;World,90|Instrumental,10
2171;Anime,53|Comedy,38|Dance,9
2172;Jazz,76|Blues,22|Comedy,2
2173;Reggae,66|Electronic,21|Metal,13
2174;Metal,53|Classical,28|Instrumental,19
2175;Classical,54|Pop,23|R&B/Soul,21|Jazz,2
2176;Dance,38|Pop,42|Classical,20
2177;Anime,77|World,20|Reggae,3
2178;Pop,34|Rock,38|Latin,21|Jazz,7
2179;Country,48|Rock,27|World,20|Classical,5
2180;World,77|Comedy,21|Vocal,2
2181;Anime,49|Industrial,28|Instrumental,21|Electronic,2
2182;Anime,68|R&B/Soul,24|Country,8
2183;Industrial,31|Jazz,64|Vocal,5
2184;Dance,40|Electronic,46|Rock,14
2185;Metal,44|Dance,47|Industrial,9
2186;Pop,52|Anime,46|Vocal,2
2187;R&B/Soul,63|Country,32|Anime,5
2188;Alternative,26|World,22|Electronic,48|Blues,4
2189;Vocal,78|Industrial,20|R&B/Soul,2
